precinct,Year,total_pop,minority_pct,per_capita_income_inflation_adjust,total_pop_lag1,minority_pct_lag1,per_capita_income_lag1
70,2008,174929.15384615771,0.4390630945595697,20174.38765699789,170242.43956044503,0.4389940355925146,19181.65333893383
71,2008,118241.07692307979,0.8302654319570024,18156.38654086506,115883.63736264035,0.881598775126605,16309.4493175135
72,2008,131605.50000000745,0.4545193426270666,27788.24698010157,125717.1978022065,0.4578816585833074,27376.417540491442
73,2008,127685.92307693511,0.6826213404619992,14770.290369542316,117363.78021979332,0.7117420347044643,12279.013679489493
75,2008,233159.03846154083,0.40223368722514863,19064.24025131017,230589.87912088167,0.40931064166920983,17008.148924065288
76,2008,72869.53846154176,0.46656443657128843,35682.8844194361,70780.04395604739,0.4687650519220439,36299.811272900784
77,2008,124651.88461539336,0.7340244179116624,20058.58953569038,116324.61538462527,0.7651316734082485,18598.77442054404
78,2008,134240.03846154734,0.5762072136280523,31691.768333373184,126323.21978022903,0.5875389602576,31854.086128671013
79,2008,144869.57692308538,0.7125214044846118,16585.87006711401,139957.01098901965,0.735623858548557,15193.917276256718
81,2008,120870.61538462155,0.6553680237133932,15079.08967408305,114671.67032967694,0.6665706426935998,13487.701501061674
83,2008,157936.57692308538,0.519022249453297,15849.755691749975,151612.14285715297,0.5178396494662063,14391.039393653162
84,2008,126116.11538461782,0.47382749546626357,44245.888436729554,124419.23076923331,0.4876071710080545,45360.228162213694
88,2008,115073.9230769258,0.5278138543906756,27577.197553650753,109703.24175824597,0.5367021574078983,27508.156927602642
90,2008,138030.80769231543,0.3020942532389981,26163.709302656935,130731.03296704218,0.28060731332985256,25693.00053552445
94,2008,54154.038461547345,0.20850656193682937,31071.34767515026,48987.91208792105,0.18228304744906865,31189.49215446011
100,2008,40960.0769230742,0.5991767822213312,23806.239716604585,42932.45054944791,0.5948092008297134,23634.356003948138
101,2008,38706.34615384651,0.5536374790967074,24328.10383624211,38660.670329670735,0.575631009827184,23356.889987099683
102,2008,239551.38461536542,0.46171801746271157,23904.70741702942,252823.90109888092,0.46619107861346265,22782.47472139029
103,2008,146502.57692305744,0.7301509126672503,19224.764089355245,155778.08791206777,0.7341948085216128,18118.953301620204
104,2008,211246.19230768457,0.4890258721739258,25064.38861576852,220355.40659339726,0.47005527449015716,24673.42704105936
105,2008,279715.49999999255,0.527505279769457,25629.90736553888,288951.78021977097,0.5374399608649156,24642.931861873716
106,2008,152562.3076922968,0.5763171438519201,21947.73976254789,161368.97802196816,0.5885330408692049,20815.18374999147
107,2008,153480.73076922074,0.613393799779363,24630.08959160652,162489.0439560339,0.600710446660166,24364.282618886675
108,2008,117826.3076922968,0.5637708667241306,21432.65096654836,125121.9340659231,0.5556444726539205,20464.38765725447
109,2008,217024.3846153617,0.6341942318351794,23523.72536505887,230967.2747252509,0.6261270693123766,23200.08981283696
